"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Run Test 5k","Run","Il test prevede di correre su percorso piano e misurato 5k al meglio delle proprie possibilità. Occorre rilevare FCMAX, FCMEDIA E TEMPO IMPIEGATO. Il consiglio è di ""gestire"" i primi 500m in modo da non trovarsi nell'impossibilità di terminare il test a causa di un ritmo troppo intenso impostato all'inizio. L'alimentazione prima del test deve essere a base di carboidrati (circa 60-80g) da consumarsi approssimativamente 3h prima della prova (60grammi) e un'ora prima della prova (20grammi). Nelle tre ore precedenti la prova si possono utilizzare carboidrati complessi (pasta, pane, patate) e semplici (marmellata, succhi di frutta, integratori a base di malto destrine, miele...). Nell'ora prima della prova esclusivamente carboidrati semplici.","0.753055555555556","12598","2020-10-23","INDICAZIONI NUTRIZIONALI https://drive.google.com/open?id=1BQ2O7Sn_zXXGItH3OuB16vuzDNWyBEKr ------------------------------------------- DA ESEGUIRE DOPO ALLENAMENTO Flessibilmente versione completa http://vimeo.com/109963333 Flessibilmente versione ridotta http://vimeo.com/109942721","8972.58984375","299","398","763.949","","0.708671152591705","3.51699995994568","","86","","152","177","","","0.915244673319419","58.65","7","8","6","8","13","","","","","","3","10","10","14","0","","","","","","",""
"Prep Phase 2: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Alternate Lunge: 3 x 8 (Exercise 5) 3. Bulgarian Squat : 3 x 8 (Exercise 4) 4. Lat & Front Raise Combo: 3 x 8 (Exercise 11) 5. Dumbbell Pullover: 3 x 12 (Exercise 15) 6. Tricep Dip: 3 x 10 (Exercise 17) 7. Glute Bridge: 3 x 12 (Exercise 18) 8. Lying Hip Abduction: 3 x 10 (Exercise 20) 9. Spider Climber: 3 x 7 (Exercise 25) Flexibility: 5-10 minutes Notes: 1. 2 x 12 = 2 sets of 12 repetitions with a rest between sets. 2. Rests are 20-40 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2020-10-24","Prep Phase: The goal of the Preparation phase is to develop neuromuscular efficiency, stability and functional strength. Resistance during the Prep Phase: Fairly light weights to enable you to adopt and maintain correct form throughout. If your muscles burn at the end of a set then you are lifting too heavy for this phase. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.647571980953217","0","","","","125","151","","","0.640154841939088","29.08","30","5","1","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: How Long Does it Take to Get Fit?","Custom","VIDEO: How Long Does it Take to Get Fit? https://bit.ly/HowLongGetFit","","","2020-10-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance 3x(10' Z3/Z5) indoor","Bike","","0.983333333333333","","2020-10-24","INDICAZIONI NUTRIZIONALI https://drive.google.com/open?id=1BQ2O7Sn_zXXGItH3OuB16vuzDNWyBEKr ------------------------------------------- DA ESEGUIRE DOPO ALLENAMENTO Flessibilmente versione completa http://vimeo.com/109963333 Flessibilmente versione ridotta http://vimeo.com/109942721","27554.140625","208","378","736.162","","0.98430722951889","7.77600002288818","","71","","129","155","","","0.785532384380768","60.47","35","13","10","0","0","","","","","","17","14","15","12","1","0","0","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","0.666666666666667","","2020-10-25","","9041.1103515625","306","374","772.933","","0.699966609477997","3.58800005912781","","89","","146","157","","","0.868617670052872","52.37","4","14","23","1","0","","","","","","1","35","6","0","0","","","","","","",""
"Prep Phase 3 Week 1","Other","","","","2020-10-26","If you haven’t already, read our ""Getting Started Guide"" below. https://support.myprocoach.net/hc/en-us/articles/360004621731 Included with your training plan you have access to our Support Centre below. https://myprocoach-help.zendesk.com/hc/en-us We use a system of 5 Training Zones, which you can learn about here: http://www.myprocoach.net/uploads/1/3/3/8/13384839/training_intensity_zones.pdf For the duration of your plan, you can email our coaching team, click below to find out more: https://support.myprocoach.net/hc/en-us/articles/360000529751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2X CSS | Sprint Escalator P1","Swim","Any 200m warm up using drills and pull buoy You may alternate pull buoy inter set or intra set, your choice Your sprint interval gets you the time you saved PLUS your rest. No rest in between the blocks 12 x 50 freestyle on 4 secs rest (sprint every 4th 50) 9 x 50 freestyle on 6 seconds rest (sprint every 3rd 50) 6 x 50 freestyle on 8 seconds rest (sprint every 2nd) 50 4 x 50 freestyle on 10 seconds rest (sprint every one) Cool down 50 any stroke","0.549166666666667","1850","2020-10-26","","2100","","","","","0.521592499944899","1.10642781875659","","29","","145","174","","","1.06245137099404","62.55","6","6","16","1","2","","","","","","","","","","","","","","","","",""
"Run VO2max 10x400m","Run","E' un allenamento che ha lo scopo di migliorare il VO2max, agisce principalmente a livello periferico, ma anche l'allenamento cardiaco è coinvolto in modo importante. Importante cercare di mantenere la stessa velocità dalla prima all'ultima ripetuta. Il consiglio è di fare le prime due ""controllando"" la velocità. E' un allenamento che si basa sul metabolismo del lattato, non deve pertanto essere eseguito a digiuno, ma al contrario le scorte di glicogeno muscolare devono essere al meglio. Se eseguito alla mattina va fatta una colazione a base di carboidrati e la sera precedente inserire un primo piatto a cena","0.796111111111111","10870","2020-10-26","DA ESEGUIRE DOPO ALLENAMENTO Flessibilmente versione completa http://vimeo.com/109963333 Flessibilmente versione ridotta http://vimeo.com/109942721","9368.419921875","286","419","800.795","","0.776310563087463","3.35199999809265","","87","","152","179","","","0.892868756138026","61.35","6","13","10","5","13","","","","","","8","8","2","14","1","","","","","","",""
"6 x (2 mins in Z4-Speed Workout Bike","Bike","Warm Up: 10 mins easy in Z2, 5 x (10 secs in Z4 + 50 secs in Z2). Main Set: 6 x (2 mins in Z4 + 2 min recoveries in low Z2). Warm Down: 5 mins in Z2.","0.733333333333333","","2020-10-27","","24644.060546875","203","468","536.168","","0.734224438667297","9.32400035858154","","81","","132","159","","","0.76874589568934","42.89","29","4","7","3","0","","","","","","5","26","3","8","2","0","0","","","","",""
"Prep Phase 3: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Reverse Lunge: 3 x 6 (Exercise 6) 3. Single Leg Squat: 3 x 6 (Exercise 3) 4. Bent Over Row: 3 x 12 (Exercise 12) 5. Bench Press: 3 x 12 (Exercise 14) 6. Tricep Kickback: 3 x 10 (Exercise 16) 7. Bird Dog: 3 x 7 (Exercise 19) 8. Side Plank: 2 reps (Exercise 23) 9. Bicycle Crunch: 3 x 8 (Exercise 26) Flexibility: 5-10 minutes Notes: 1. 2 x 12 = 2 sets of 12 repetitions with a rest between sets. 2. Rests are 20-40 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2020-10-27","Prep Phase: The goal of the Preparation phase is to develop neuromuscular efficiency, stability and functional strength. Resistance during the Prep Phase: Fairly light weights to enable you to adopt and maintain correct form throughout. If your muscles burn at the end of a set then you are lifting too heavy for this phase. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.605832815170288","0","","","","80","80","","","0.523665933367276","18.18","","","","","","","","","","","","","","","","","","","","","",""
"Tempo Run - 20","Run","Warm up: 10 min in Zone1 Main Part: 5 min in Zone 2, 20 min in Zone 4, 5 min in Zone 2 Cool Down: 10 min in Zone1","0.833333333333333","","2020-10-28","run the main part as smoothly as possible.","10817.3203125","323","402","948.347","","0.81513637304306","3.68600010871887","","90","","154","172","","","0.930037511265909","69.87","2","13","11","12","10","","","","","","8","9","21","11","0","","","","","","",""
"10E-SP CSS | Escalator","Swim","Straight into this, race simulation 4x 200m at CSS pace + 6 sec /50 Set 3x 200m at CSS pace + 5 sec /50 Set 2x 200m at CSS pace + 4 sec /50 Set 1x 100m at CSS pace + 3 sec /50 2 mins between sets, the time you save over an INTERVAL is your rest time before starting the next interval This is a real mental challenge. Do NOT give up in the middle. Set your tempo trainer or be disciplined on the clock. You get through this you get through anything! Don't worry about the time given for duration, do this once a week","","2200","2020-10-28","Use your timer with a beep set for every 50, not 25 otherwise you'll go mad with the beeps and lose count, so whatever your CSS is for 50 [twice your 25] add the seconds as per instruction. Whatever time you save by beating the beep at the end of your interval is your rest time.","2400","","","","","0.614829448064168","1.08108108108108","","31","","137","163","","","1.03009596454338","67.2","18","14","4","1","0","","","","","","","","","","","","","","","","",""
"9/12/15min Z2 - Aerobic Endurance Ride","Bike","Warm Up: 10 mins in Z2, 5 x (30 secs in upper Z2 + 30 secs in low Z2). Main Set: 9 mins in upper Z2 + 60 secs recovery in low Z2, 12 mins in upper Z2 + 60 secs recovery in low Z2, 15 mins in upper Z2. Warm Down 5 mins in low Z2.","0.966666666666667","","2020-10-29","","30427.6796875","205","351","713.594","","0.96932053565979","8.72000026702881","","76","","131","142","","","0.730394952227336","51.25","56","3","0","0","0","","","","","","3","32","22","0","0","0","0","","","","",""
"Prep Phase 3: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Alternate Lunge: 3 x 8 (Exercise 5) 3. Bulgarian Squat : 3 x 8 (Exercise 4) 4. Lat & Front Raise Combo: 3 x 8 (Exercise 11) 5. Dumbbell Pullover: 3 x 12 (Exercise 15) 6. Tricep Dip: 3 x 10 (Exercise 17) 7. Glute Bridge: 3 x 12 (Exercise 18) 8. Lying Hip Abduction: 3 x 10 (Exercise 20) 9. Spider Climber: 3 x 7 (Exercise 25) Flexibility: 5-10 minutes Notes: 1. 2 x 12 = 2 sets of 12 repetitions with a rest between sets. 2. Rests are 20-40 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.5","","2020-10-29","Prep Phase: The goal of the Preparation phase is to develop neuromuscular efficiency, stability and functional strength. Resistance during the Prep Phase: Fairly light weights to enable you to adopt and maintain correct form throughout. If your muscles burn at the end of a set then you are lifting too heavy for this phase. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.474684715270996","0","","","","137","174","","","0.735234499776592","27.9","11","9","5","1","1","","","","","","","","","","","","","","","","",""
"VO2MAX short Intervals - 3x5x1min","Run","Warm up: 10 min in Zone1 / 5 min Zone 2 Main Part: 3 Set 5 x ( 1 min in Zone 5c / 1 min in Zone 1), 5 min between the sets in Zone 2, Cool Down: 10 min in Zone1","1.08333333333333","","2020-10-30","Please ensure a sufficient carbohydrate supply in advance.","12000","309","509","1049.723","","0.941988050937653","3.53900003433228","","87","","154","176","","","0.94587026021698","83.32","3","11","20","8","14","","","","","","6","19","6","6","10","","","","","","",""
"11OPTIONAL SWIM | KEY Technique Slow & Easy","Swim","Warm up any 300m include 150m of any 3 drills [click on paper clip above to download] Include each session 15 tumble turns, push off wall on side is tip [all done in one go, not at end of swim lengths] Pull buoy 15 Mins Monster Drill Focus: Very slow and easy purposeful arm recovery set. Ensure high elbow, loose forearm and wrist - all four fingers enter water first, spear hand through water to 20-30 cms UNDER water - extend forwards and DOWN Rest when needed or to consider technique Pull Buoy 10mins very slow and easy Swim with IMMEDIATE fingers tip down to pool bottom on entry [use thumb out as your cue], elbow is high under the water, ensure that pull is SHALLOW and back to your hip, and that you re- plane the hand. Suggest you do these in sets of 100m with 20-30 secs rest. 4 x 100 m focussing on an accelerating pull, so work on previous two and ensure palm is back to the last wall you left, and that it accelerates, so no 's' shape, just straight back. Rest when needed or to consider technique 5 x 100 swim putting it all together, on 20 seconds rest [incorporate tumble turns when proficient] Try and do another 100m every session.","0.5","1500","2020-10-30","https://www.youtube.com/watch?v=JKep_KeY2s8&list=PL8UY0-jW14uIVhhzKAPDFVRZOhgyr3i4v To see all the elements of the drills above","1525","","","","","0.431641946898566","0.980707395498392","","29","","142","166","","","0.932324947672717","34.98","13","2","3","7","0","","","","","","","","","","","","","","","","",""
